prfInformationCarrier,prfYear,prfMonth,prfPrdOilGrossMillSm3,prfPrdGasGrossBillSm3,prfPrdCondensateGrossMillSm3,prfPrdOeGrossMillSm3,prfPrdProducedWaterInFieldMillSm3,prfNpdidInformationCarrier
GYDA,1996,4,0.34624,0.08692,0.00000,0.43316,0.00000,43492
GYDA,1996,5,0.36786,0.09781,0.00000,0.46568,0.00000,43492
GYDA,1996,6,0.33032,0.09046,0.00000,0.42078,0.00000,43492
GYDA,1996,7,0.34707,0.08358,0.00000,0.43065,0.00000,43492
GYDA,1996,8,0.33048,0.09403,0.00000,0.42451,0.00000,43492
GYDA,1996,9,0.31659,0.09180,0.00000,0.40839,0.00000,43492
GYDA,1996,10,0.31472,0.09434,0.00000,0.40906,0.00000,43492
GYDA,1996,11,0.31444,0.09628,0.00000,0.41071,0.00000,43492
GYDA,1996,12,0.32167,0.09577,0.00000,0.41744,0.00000,43492
GYDA,1997,1,0.31508,0.09595,0.00000,0.41103,0.00000,43492
GYDA,1997,2,0.27966,0.07936,0.00000,0.35901,0.00000,43492
GYDA,1997,3,0.31344,0.08878,0.00000,0.40221,0.00000,43492
GYDA,1997,4,0.30317,0.08433,0.00000,0.38750,0.00000,43492
GYDA,1997,5,0.31222,0.08611,0.00000,0.39833,0.00000,43492
GYDA,1997,6,0.22884,0.05107,0.00000,0.27991,0.00000,43492
GYDA,1997,7,0.28450,0.08368,0.00000,0.36818,0.00000,43492
GYDA,1997,8,0.23435,0.06952,0.00000,0.30386,0.00000,43492
GYDA,1997,9,0.24139,0.07973,0.00000,0.32112,0.00000,43492
GYDA,1997,10,0.27886,0.09184,0.00000,0.37069,0.00000,43492
GYDA,1997,11,0.30448,0.08837,0.00000,0.39285,0.00000,43492
GYDA,1997,12,0.30496,0.07897,0.00000,0.38393,0.00000,43492
GYDA,1998,1,0.27659,0.08039,0.00000,0.35698,0.00000,43492
GYDA,1998,2,0.25384,0.08229,0.00000,0.33613,0.00000,43492
GYDA,1998,3,0.26938,0.09644,0.00000,0.36582,0.00000,43492
GYDA,1998,4,0.26105,0.09173,0.00000,0.35277,0.00000,43492
GYDA,1998,5,0.26371,0.09282,0.00000,0.35654,0.00000,43492
GYDA,1998,6,0.24924,0.09218,0.00000,0.34141,0.00000,43492
GYDA,1998,7,0.22687,0.09677,0.00000,0.32364,0.00000,43492
GYDA,1998,8,0.04583,0.01754,0.00000,0.06336,0.00000,43492
GYDA,1998,9,0.21158,0.08415,0.00000,0.29573,0.00000,43492
GYDA,1998,10,0.15861,0.05942,0.00000,0.21803,0.00000,43492
GYDA,1998,11,0.08620,0.03217,0.00000,0.11837,0.00000,43492
GYDA,1998,12,0.16368,0.05658,0.00000,0.22026,0.00000,43492
GYDA,1999,1,0.23372,0.09032,0.00000,0.32404,0.00000,43492
GYDA,1999,2,0.20490,0.08559,0.00000,0.29049,0.00000,43492
GYDA,1999,3,0.23556,0.09669,0.00000,0.33225,0.00000,43492
GYDA,1999,4,0.14869,0.05046,0.00000,0.19916,0.00000,43492
GYDA,1999,5,0.19416,0.07436,0.00000,0.26853,0.00000,43492
GYDA,1999,6,0.14884,0.03921,0.00000,0.18805,0.00000,43492
GYDA,1999,7,0.16249,0.03580,0.00000,0.19829,0.00000,43492
GYDA,1999,8,0.10038,0.02622,0.00000,0.12660,0.00000,43492
GYDA,1999,9,0.15527,0.05841,0.00000,0.21368,0.00000,43492
GYDA,1999,10,0.15434,0.06185,0.00000,0.21619,0.00000,43492
GYDA,1999,11,0.16115,0.07105,0.00000,0.23220,0.00000,43492
GYDA,1999,12,0.16304,0.07347,0.00000,0.23651,0.00000,43492
GYDA,2000,1,0.11110,0.04033,0.00000,0.15143,0.08076,43492
GYDA,2000,2,0.10602,0.03624,0.00000,0.14226,0.08508,43492
GYDA,2000,3,0.08875,0.02646,0.00000,0.11522,0.07646,43492
GYDA,2000,4,0.10286,0.03118,0.00000,0.13404,0.07815,43492
GYDA,2000,5,0.09394,0.02837,0.00000,0.12230,0.07022,43492
GYDA,2000,6,0.09886,0.02805,0.00000,0.12691,0.07619,43492
GYDA,2000,7,0.10398,0.02855,0.00000,0.13253,0.07404,43492
GYDA,2000,8,0.08758,0.02053,0.00000,0.10811,0.06155,43492
GYDA,2000,9,0.05948,0.01661,0.00000,0.07608,0.04192,43492
GYDA,2000,10,0.08727,0.02103,0.00000,0.10830,0.08150,43492
GYDA,2000,11,0.08820,0.02155,0.00000,0.10975,0.07576,43492
GYDA,2000,12,0.08272,0.01960,0.00000,0.10232,0.06797,43492
GYDA,2001,1,0.09158,0.02188,0.00000,0.11346,0.07945,43492
GYDA,2001,2,0.09307,0.02483,0.00000,0.11790,0.07366,43492
GYDA,2001,3,0.11634,0.03037,0.00000,0.14671,0.07999,43492
GYDA,2001,4,0.11302,0.02875,0.00000,0.14177,0.07620,43492
GYDA,2001,5,0.11060,0.02803,0.00000,0.13863,0.07460,43492
GYDA,2001,6,0.10677,0.02641,0.00000,0.13318,0.07073,43492
GYDA,2001,7,0.10822,0.02675,0.00000,0.13497,0.07719,43492
GYDA,2001,8,0.04654,0.01233,0.00000,0.05887,0.03492,43492
GYDA,2001,9,0.07077,0.01994,0.00000,0.09070,0.07827,43492
GYDA,2001,10,0.08599,0.02041,0.00000,0.10641,0.10284,43492
GYDA,2001,11,0.08743,0.02026,0.00000,0.10769,0.09848,43492
GYDA,2001,12,0.08237,0.19910,0.00000,0.28147,0.08852,43492
GYDA,2002,1,0.06821,0.01505,0.00000,0.08326,0.06884,43492
GYDA,2002,2,0.06686,0.01504,0.00000,0.08190,0.08333,43492
GYDA,2002,3,0.03979,0.00775,0.00000,0.04754,0.04057,43492
GYDA,2002,4,0.07258,0.01533,0.00000,0.08791,0.11748,43492
GYDA,2002,5,0.06565,0.01279,0.00000,0.07844,0.11054,43492
GYDA,2002,6,0.05614,0.00880,0.00000,0.06494,0.10005,43492
GYDA,2002,7,0.05987,0.00940,0.00000,0.06927,0.10310,43492
GYDA,2002,8,0.05528,0.00936,0.00000,0.06465,0.09817,43492
GYDA,2002,9,0.05201,0.00906,0.00000,0.06108,0.11842,43492
GYDA,2002,10,0.05433,0.00928,0.00000,0.06361,0.13135,43492
GYDA,2002,11,0.05076,0.00882,0.00000,0.05959,0.12672,43492
GYDA,2002,12,0.05296,0.00910,0.00000,0.06206,0.14401,43492
GYDA,2003,1,0.07509,0.01231,0.00000,0.08741,0.15432,43492
GYDA,2003,2,0.08613,0.01400,0.00000,0.10012,0.13600,43492
GYDA,2003,3,0.05336,0.00892,0.00000,0.06228,0.16053,43492
GYDA,2003,4,0.05183,0.00892,0.00000,0.06074,0.15784,43492
GYDA,2003,5,0.05114,0.00893,0.00000,0.06007,0.16726,43492
GYDA,2003,6,0.05089,0.00876,0.00000,0.05964,0.16222,43492
GYDA,2003,7,0.05001,0.00832,0.00000,0.05833,0.17547,43492
GYDA,2003,8,0.03479,0.00575,0.00000,0.04054,0.12126,43492
GYDA,2003,9,0.04362,0.00741,0.00000,0.05103,0.14186,43492
GYDA,2003,10,0.05064,0.00863,0.00000,0.05927,0.17156,43492
GYDA,2003,11,0.04765,0.00798,0.00000,0.05562,0.15501,43492
GYDA,2003,12,0.05245,0.00886,0.00000,0.06131,0.15999,43492
GYDA,2004,1,0.05187,0.00874,0.00000,0.06061,0.13951,43492
GYDA,2004,2,0.04319,0.00733,0.00000,0.05052,0.12565,43492
GYDA,2004,3,0.04208,0.00704,0.00000,0.04911,0.14997,43492
GYDA,2004,4,0.04281,0.00724,0.00000,0.05006,0.13057,43492
GYDA,2004,5,0.04942,0.00873,0.00000,0.05815,0.12267,43492
GYDA,2004,6,0.04972,0.00860,0.00000,0.05832,0.12328,43492
GYDA,2004,7,0.03976,0.00707,0.00000,0.04683,0.14173,43492
GYDA,2004,8,0.02698,0.00484,0.00000,0.03182,0.09081,43492
GYDA,2004,9,0.02951,0.00512,0.00000,0.03464,0.08011,43492
GYDA,2004,10,0.04377,0.00762,0.00000,0.05139,0.09341,43492
GYDA,2004,11,0.04870,0.00959,0.00000,0.05829,0.09255,43492
GYDA,2004,12,0.05709,0.01390,0.00000,0.07099,0.08671,43492
GYDA,2005,1,0.06572,0.01760,0.00000,0.08331,0.08422,43492
GYDA,2005,2,0.05997,0.01481,0.00000,0.07478,0.08026,43492
GYDA,2005,3,0.07155,0.01818,0.00000,0.08974,0.08491,43492
GYDA,2005,4,0.06109,0.01630,0.00000,0.07738,0.06029,43492
GYDA,2005,5,0.05145,0.01243,0.00000,0.06388,0.04940,43492
GYDA,2005,6,0.04263,0.00798,0.00000,0.05061,0.04299,43492
GYDA,2005,7,0.05827,0.01156,0.00000,0.06983,0.06374,43492
GYDA,2005,8,0.05995,0.01375,0.00000,0.07370,0.07386,43492
GYDA,2005,9,0.06141,0.01415,0.00000,0.07556,0.07607,43492
GYDA,2005,10,0.06827,0.01523,0.00000,0.08350,0.09436,43492
GYDA,2005,11,0.07265,0.01564,0.00000,0.08830,0.08991,43492
GYDA,2005,12,0.07068,0.01584,0.00000,0.08652,0.08639,43492
GYDA,2006,1,0.07234,0.01658,0.00000,0.08892,0.09230,43492
GYDA,2006,2,0.06192,0.01492,0.00000,0.07684,0.07523,43492
GYDA,2006,3,0.05551,0.01356,0.00000,0.06908,0.07248,43492
GYDA,2006,4,0.05350,0.01329,0.00000,0.06679,0.08205,43492
GYDA,2006,5,0.06126,0.01635,0.00000,0.07761,0.08698,43492
GYDA,2006,6,0.05333,0.01528,0.00000,0.06862,0.07455,43492
GYDA,2006,7,0.05170,0.01557,0.00000,0.06726,0.08118,43492
GYDA,2006,8,0.03603,0.00896,0.00000,0.04499,0.07367,43492
GYDA,2006,9,0.04442,0.01291,0.00000,0.05733,0.08892,43492
GYDA,2006,10,0.05541,0.01739,0.00000,0.07280,0.11438,43492
GYDA,2006,11,0.05363,0.01699,0.00000,0.07062,0.10798,43492
GYDA,2006,12,0.05115,0.01736,0.00000,0.06850,0.10342,43492
GYDA,2007,1,0.05028,0.01711,0.00000,0.06738,0.11354,43492
GYDA,2007,2,0.04264,0.01497,0.00000,0.05760,0.10230,43492
GYDA,2007,3,0.04748,0.01673,0.00000,0.06422,0.10903,43492
GYDA,2007,4,0.05767,0.01820,0.00000,0.07587,0.10563,43492
GYDA,2007,5,0.05801,0.01842,0.00000,0.07642,0.08157,43492
GYDA,2007,6,0.01904,0.00493,0.00000,0.02396,0.03794,43492
GYDA,2007,7,0.02887,0.00502,0.00000,0.03389,0.09667,43492
GYDA,2007,8,0.03646,0.00648,0.00000,0.04293,0.10658,43492
GYDA,2007,9,0.04195,0.01462,0.00000,0.05657,0.11689,43492
GYDA,2007,10,0.04662,0.01596,0.00000,0.06258,0.12070,43492
GYDA,2007,11,0.04273,0.01481,0.00000,0.05754,0.12004,43492
GYDA,2007,12,0.03243,0.01109,0.00000,0.04351,0.09041,43492
GYDA,2008,1,0.06643,0.01871,0.00000,0.08513,0.11304,43492
GYDA,2008,2,0.06051,0.01729,0.00000,0.07779,0.10411,43492
GYDA,2008,3,0.06119,0.01811,0.00000,0.07930,0.11406,43492
GYDA,2008,4,0.05993,0.01763,0.00000,0.07756,0.11946,43492
GYDA,2008,5,0.05449,0.01728,0.00000,0.07177,0.12925,43492
GYDA,2008,6,0.03932,0.01261,0.00000,0.05193,0.09784,43492
GYDA,2008,7,0.05140,0.01663,0.00000,0.06803,0.12767,43492
GYDA,2008,8,0.05018,0.01628,0.00000,0.06646,0.12602,43492
GYDA,2008,9,0.04607,0.01566,0.00000,0.06173,0.12397,43492
GYDA,2008,10,0.04732,0.01631,0.00000,0.06363,0.13280,43492
GYDA,2008,11,0.04316,0.01552,0.00000,0.05868,0.13003,43492
GYDA,2008,12,0.04196,0.01582,0.00000,0.05778,0.13483,43492
GYDA,2009,1,0.03973,0.01557,0.00000,0.05530,0.13472,43492
GYDA,2009,2,0.03084,0.01321,0.00000,0.04405,0.10503,43492
GYDA,2009,3,0.03659,0.01512,0.00000,0.05171,0.13130,43492
GYDA,2009,4,0.03663,0.01476,0.00000,0.05139,0.13728,43492
GYDA,2009,5,0.03648,0.01502,0.00000,0.05150,0.14800,43492
GYDA,2009,6,0.03360,0.01432,0.00000,0.04792,0.13900,43492
GYDA,2009,7,0.03093,0.01396,0.00000,0.04490,0.12850,43492
GYDA,2009,8,0.03583,0.01478,0.00000,0.05061,0.15282,43492
GYDA,2009,9,0.03022,0.01262,0.00000,0.04284,0.13443,43492
GYDA,2009,10,0.02475,0.01303,0.00000,0.03778,0.14734,43492
GYDA,2009,11,0.02297,0.00871,0.00000,0.03168,0.14433,43492
GYDA,2009,12,0.02619,0.01334,0.00000,0.03953,0.15465,43492
GYDA,2010,1,0.02421,0.01275,0.00000,0.03695,0.14300,43492
GYDA,2010,2,0.02083,0.01107,0.00000,0.03189,0.12572,43492
GYDA,2010,3,0.01890,0.00967,0.00000,0.02858,0.11125,43492
GYDA,2010,4,0.02312,0.01173,0.00000,0.03485,0.14067,43492
GYDA,2010,5,0.02059,0.01051,0.00000,0.03109,0.13240,43492
GYDA,2010,6,0.00388,0.00172,0.00000,0.00560,0.02248,43492
GYDA,2010,7,0.01202,0.00444,0.00000,0.01646,0.08392,43492
GYDA,2010,8,0.01578,0.00871,0.00000,0.02450,0.07858,43492
GYDA,2010,9,0.01649,0.00914,0.00000,0.02563,0.07710,43492
GYDA,2010,10,0.01906,0.01048,0.00000,0.02954,0.09046,43492
GYDA,2010,11,0.01706,0.00900,0.00000,0.02607,0.08764,43492
GYDA,2010,12,0.01867,0.00984,0.00000,0.02851,0.10407,43492
GYDA,2011,1,0.01960,0.00984,0.00000,0.02945,0.11123,43492
GYDA,2011,2,0.00449,0.00221,0.00000,0.00670,0.02578,43492
GYDA,2011,3,0.02275,0.01004,0.00000,0.03280,0.13407,43492
GYDA,2011,4,0.00561,0.00249,0.00000,0.00810,0.03209,43492
GYDA,2011,5,0.02157,0.00926,0.00000,0.03083,0.09822,43492
GYDA,2011,6,0.02235,0.00920,0.00000,0.03155,0.08969,43492
GYDA,2011,7,0.02474,0.00961,0.00000,0.03435,0.09926,43492
GYDA,2011,8,0.01815,0.00846,0.00000,0.02661,0.09509,43492
GYDA,2011,9,0.01665,0.00780,0.00000,0.02445,0.07859,43492
GYDA,2011,10,0.01981,0.00829,0.00000,0.02810,0.07118,43492
GYDA,2011,11,0.01756,0.00726,0.00000,0.02482,0.07193,43492
GYDA,2011,12,0.01316,0.00174,0.00000,0.01490,0.05907,43492
GYDA,2012,1,0.01358,0.00187,0.00000,0.01544,0.05831,43492
GYDA,2012,2,0.01154,0.00169,0.00000,0.01323,0.04904,43492
GYDA,2012,3,0.01190,0.00187,0.00000,0.01377,0.05126,43492
GYDA,2012,4,0.01234,0.00202,0.00000,0.01436,0.05348,43492
GYDA,2012,5,0.01264,0.00178,0.00000,0.01442,0.05484,43492
GYDA,2012,6,0.01219,0.00193,0.00000,0.01412,0.05447,43492
GYDA,2012,7,0.01107,0.00176,0.00000,0.01282,0.05499,43492
GYDA,2012,8,0.01358,0.00207,0.00000,0.01565,0.06139,43492
GYDA,2012,9,0.01182,0.00195,0.00000,0.01377,0.05341,43492
GYDA,2012,10,0.01473,0.00242,0.00000,0.01714,0.06520,43492
GYDA,2012,11,0.01220,0.00203,0.00000,0.01423,0.06290,43492
GYDA,2012,12,0.01291,0.00211,0.00000,0.01502,0.05536,43492
GYDA,2013,1,0.01373,0.00224,0.00000,0.01597,0.05453,43492
GYDA,2013,2,0.01040,0.00174,0.00000,0.01214,0.04493,43492
GYDA,2013,3,0.01128,0.00186,0.00000,0.01313,0.04271,43492
GYDA,2013,4,0.01169,0.00201,0.00000,0.01370,0.04814,43492
GYDA,2013,5,0.00847,0.00146,0.00000,0.00993,0.04086,43492
GYDA,2013,6,0.00081,0.00018,0.00000,0.00100,0.01351,43492
GYDA,2013,7,0.01105,0.00183,0.00000,0.01288,0.06003,43492
GYDA,2013,8,0.01252,0.00209,0.00000,0.01461,0.05474,43492
GYDA,2013,9,0.01094,0.00358,0.00000,0.01452,0.04321,43492
GYDA,2013,10,0.01288,0.00641,0.00000,0.01929,0.05148,43492
GYDA,2013,11,0.01278,0.00576,0.00000,0.01854,0.06472,43492
GYDA,2013,12,0.01109,0.00448,0.00000,0.01556,0.06849,43492
GYDA,2014,1,0.01184,0.00441,0.00000,0.01625,0.06982,43492
GYDA,2014,2,0.00996,0.00266,0.00000,0.01262,0.05834,43492
GYDA,2014,3,0.01035,0.00374,0.00000,0.01409,0.07619,43492
GYDA,2014,4,0.01107,0.00337,0.00000,0.01443,0.06744,43492
GYDA,2014,5,0.00669,0.00233,0.00000,0.00902,0.05710,43492
GYDA,2014,6,0.01040,0.00313,0.00000,0.01353,0.07647,43492
GYDA,2014,7,0.01176,0.00344,0.00000,0.01520,0.08711,43492
GYDA,2014,8,0.01124,0.00329,0.00000,0.01453,0.08067,43492
GYDA,2014,9,0.01053,0.00304,0.00000,0.01358,0.07218,43492
GYDA,2014,10,0.00826,0.00235,0.00000,0.01061,0.07099,43492
GYDA,2014,11,0.00903,0.00209,0.00000,0.01112,0.06694,43492
GYDA,2014,12,0.01049,0.00192,0.00000,0.01241,0.06763,43492
GYDA,2015,1,0.00979,0.00160,0.00000,0.01140,0.07050,43492
GYDA,2015,2,0.00814,0.00133,0.00000,0.00947,0.06110,43492
GYDA,2015,3,0.00851,0.00142,0.00000,0.00993,0.05973,43492
GYDA,2015,4,0.00915,0.00150,0.00000,0.01066,0.06358,43492
GYDA,2015,5,0.00921,0.00156,0.00000,0.01077,0.06615,43492
GYDA,2015,6,0.00690,0.00125,0.00000,0.00814,0.06081,43492
GYDA,2015,7,0.00882,0.00147,0.00000,0.01029,0.06152,43492
GYDA,2015,8,0.00820,0.00137,0.00000,0.00956,0.05782,43492
GYDA,2015,9,0.00894,0.00150,0.00000,0.01045,0.05595,43492
GYDA,2015,10,0.00885,0.00145,0.00000,0.01030,0.05635,43492
GYDA,2015,11,0.00586,0.00099,0.00000,0.00685,0.04251,43492
GYDA,2015,12,0.00631,0.00103,0.00000,0.00734,0.04140,43492
GYDA,2016,1,0.00852,0.00136,0.00000,0.00988,0.05940,43492
GYDA,2016,2,0.00764,0.00127,0.00000,0.00892,0.05108,43492
GYDA,2016,3,0.00821,0.00144,0.00000,0.00965,0.05366,43492
GYDA,2016,4,0.00788,0.00131,0.00000,0.00919,0.05065,43492
GYDA,2016,5,0.00746,0.00128,0.00000,0.00874,0.04898,43492
GYDA,2016,6,0.00135,0.00024,0.00000,0.00159,0.01187,43492
GYDA,2016,7,0.00783,0.00131,0.00000,0.00914,0.04566,43492
GYDA,2016,8,0.00789,0.00132,0.00000,0.00921,0.04301,43492
GYDA,2016,9,0.00723,0.00118,0.00000,0.00841,0.03914,43492
GYDA,2016,10,0.00730,0.00119,0.00000,0.00849,0.03721,43492
GYDA,2016,11,0.00674,0.00115,0.00000,0.00789,0.03815,43492
GYDA,2016,12,0.00599,0.00102,0.00000,0.00700,0.03269,43492
GYDA,2017,1,0.00582,0.00106,0.00000,0.00688,0.03168,43492
GYDA,2017,2,0.00579,0.00103,0.00000,0.00682,0.03086,43492
GYDA,2017,3,0.00507,0.00085,0.00000,0.00592,0.02638,43492
GYDA,2017,4,0.00696,0.00118,0.00000,0.00814,0.03316,43492
GYDA,2017,5,0.00617,0.00100,0.00000,0.00716,0.03148,43492
GYDA,2017,6,0.00536,0.00091,0.00000,0.00627,0.02833,43492
GYDA,2017,7,0.00606,0.00101,0.00000,0.00707,0.03016,43492
GYDA,2017,8,0.00583,0.00100,0.00000,0.00683,0.02904,43492
GYDA,2017,9,0.00426,0.00071,0.00000,0.00497,0.02083,43492
GYDA,2017,10,0.00506,0.00080,0.00000,0.00586,0.02545,43492
GYDA,2017,11,0.00424,0.00072,0.00000,0.00496,0.02127,43492
GYDA,2017,12,0.00623,0.00100,0.00000,0.00722,0.02982,43492
GYDA,2018,1,0.00527,0.00099,0.00000,0.00626,0.02292,43492
GYDA,2018,2,0.00502,0.00095,0.00000,0.00596,0.02579,43492
GYDA,2018,3,0.00581,0.00101,0.00000,0.00682,0.02914,43492
HEIDRUN,1995,10,0.06213,0.00732,0.00000,0.06945,0.00000,43771
HEIDRUN,1995,11,0.39492,0.04540,0.00000,0.44032,0.00000,43771
HEIDRUN,1995,12,0.60169,0.06921,0.00000,0.67090,0.00000,43771
HEIDRUN,1996,1,0.80976,0.09106,0.00000,0.90082,0.00000,43771
HEIDRUN,1996,2,0.97727,0.11006,0.00000,1.08733,0.00000,43771
HEIDRUN,1996,3,0.97676,0.10623,0.00000,1.08299,0.00000,43771
HEIDRUN,1996,4,1.00912,0.11051,0.00000,1.11963,0.00000,43771
HEIDRUN,1996,5,1.22077,0.13457,0.00000,1.35534,0.00000,43771
HEIDRUN,1996,6,1.04238,0.12479,0.00000,1.16717,0.00000,43771
HEIDRUN,1996,7,1.09559,0.13612,0.00000,1.23171,0.00000,43771
HEIDRUN,1996,8,1.14503,0.14130,0.00000,1.28633,0.00000,43771
HEIDRUN,1996,9,0.64914,0.07377,0.00000,0.72291,0.00000,43771
HEIDRUN,1996,10,1.13215,0.12852,0.00000,1.26067,0.00000,43771
HEIDRUN,1996,11,0.93862,0.11278,0.00000,1.05140,0.00000,43771
HEIDRUN,1996,12,1.19269,0.15007,0.00000,1.34276,0.00000,43771
HEIDRUN,1997,1,1.18580,0.14781,0.00000,1.33361,0.00000,43771
HEIDRUN,1997,2,1.14668,0.14297,0.00000,1.28965,0.00000,43771
HEIDRUN,1997,3,1.18172,0.15055,0.00000,1.33227,0.00000,43771
HEIDRUN,1997,4,1.10415,0.14952,0.00000,1.25367,0.00000,43771
HEIDRUN,1997,5,1.05788,0.15918,0.00000,1.21706,0.00000,43771
HEIDRUN,1997,6,1.01843,0.15580,0.00000,1.17422,0.00000,43771
HEIDRUN,1997,7,1.12974,0.16945,0.00000,1.29919,0.00000,43771
HEIDRUN,1997,8,1.09076,0.17225,0.00000,1.26300,0.00000,43771
HEIDRUN,1997,9,1.06155,0.16582,0.00000,1.22737,0.00000,43771
HEIDRUN,1997,10,1.12238,0.17681,0.00000,1.29919,0.00000,43771
HEIDRUN,1997,11,1.14023,0.16479,0.00000,1.30501,0.00000,43771
HEIDRUN,1997,12,1.21715,0.17877,0.00000,1.39592,0.00000,43771
HEIDRUN,1998,1,1.17321,0.17754,0.00000,1.35075,0.00000,43771
HEIDRUN,1998,2,1.05305,0.15358,0.00000,1.20662,0.00000,43771
HEIDRUN,1998,3,1.12006,0.16907,0.00000,1.28913,0.00000,43771
HEIDRUN,1998,4,0.99978,0.16579,0.00000,1.16557,0.00000,43771
HEIDRUN,1998,5,1.02398,0.18481,0.00000,1.20879,0.00000,43771
HEIDRUN,1998,6,0.93911,0.16738,0.00000,1.10649,0.00000,43771
HEIDRUN,1998,7,0.98544,0.17836,0.00000,1.16380,0.00000,43771
HEIDRUN,1998,8,0.93919,0.17383,0.00000,1.11302,0.00000,43771
HEIDRUN,1998,9,0.39753,0.05982,0.00000,0.45736,0.00000,43771
HEIDRUN,1998,10,1.04831,0.18643,0.00000,1.23474,0.00000,43771
HEIDRUN,1998,11,1.00968,0.17955,0.00000,1.18923,0.00000,43771
HEIDRUN,1998,12,1.00110,0.17874,0.00000,1.17984,0.00000,43771
HEIDRUN,1999,1,0.99413,0.18377,0.00000,1.17790,0.00000,43771
HEIDRUN,1999,2,0.89267,0.16857,0.00000,1.06124,0.00000,43771
HEIDRUN,1999,3,1.01818,0.18366,0.00000,1.20184,0.00000,43771
HEIDRUN,1999,4,1.00469,0.17864,0.00000,1.18333,0.00000,43771
HEIDRUN,1999,5,1.10934,0.18624,0.00000,1.29558,0.00000,43771
HEIDRUN,1999,6,1.08807,0.17386,0.00000,1.26193,0.00000,43771
HEIDRUN,1999,7,1.18139,0.18072,0.00000,1.36211,0.17645,43771
HEIDRUN,1999,8,1.21162,0.18498,0.00000,1.39660,0.18070,43771
HEIDRUN,1999,9,1.03566,0.16759,0.00000,1.20324,0.17388,43771
HEIDRUN,1999,10,1.04516,0.17908,0.00000,1.22424,0.16172,43771
HEIDRUN,1999,11,0.97596,0.17793,0.00000,1.15389,0.15781,43771
HEIDRUN,1999,12,0.98297,0.17325,0.00000,1.15623,0.18282,43771
HEIDRUN,2000,1,1.01806,0.18443,0.00000,1.20249,0.19145,43771
HEIDRUN,2000,2,0.91633,0.17117,0.00000,1.08750,0.17569,43771
HEIDRUN,2000,3,1.03023,0.18212,0.00000,1.21234,0.15720,43771
HEIDRUN,2000,4,0.87370,0.18058,0.00000,1.05428,0.13601,43771
HEIDRUN,2000,5,0.43699,0.08623,0.00000,0.52322,0.06572,43771
HEIDRUN,2000,6,0.87004,0.16905,0.00000,1.03908,0.11912,43771
HEIDRUN,2000,7,0.95526,0.18297,0.00000,1.13822,0.15056,43771
HEIDRUN,2000,8,0.89712,0.17379,0.00000,1.07091,0.14899,43771
HEIDRUN,2000,9,0.87221,0.17661,0.00000,1.04882,0.14192,43771
HEIDRUN,2000,10,0.88997,0.17977,0.00000,1.06974,0.13742,43771
HEIDRUN,2000,11,0.91987,0.18226,0.00000,1.10213,0.14788,43771
HEIDRUN,2000,12,0.91075,0.18429,0.00000,1.09504,0.12840,43771
HEIDRUN,2001,1,0.85447,0.18843,0.00000,1.04291,0.17779,43771
HEIDRUN,2001,2,0.76967,0.17161,0.00000,0.94128,0.13095,43771
HEIDRUN,2001,3,0.80738,0.18044,0.00000,0.98782,0.13346,43771
HEIDRUN,2001,4,0.76628,0.17148,0.00000,0.93776,0.10276,43771
HEIDRUN,2001,5,0.81015,0.18744,0.00000,0.99759,0.12814,43771
HEIDRUN,2001,6,0.79248,0.17582,0.00000,0.96830,0.14199,43771
HEIDRUN,2001,7,0.73585,0.14689,0.00000,0.88274,0.10158,43771
HEIDRUN,2001,8,0.95700,0.17753,0.00000,1.13453,0.16221,43771
HEIDRUN,2001,9,0.98199,0.17811,0.00000,1.16010,0.15553,43771
HEIDRUN,2001,10,0.95344,0.16025,0.00000,1.11368,0.12729,43771
HEIDRUN,2001,11,0.89167,0.17503,0.00000,1.06670,0.12601,43771
HEIDRUN,2001,12,0.90555,0.17336,0.00000,1.07891,0.14083,43771
HEIDRUN,2002,1,0.88116,0.16779,0.00000,1.04896,0.17786,43771
HEIDRUN,2002,2,0.78718,0.15074,0.00000,0.93792,0.18008,43771
HEIDRUN,2002,3,0.94609,0.17467,0.00000,1.12077,0.23449,43771
HEIDRUN,2002,4,0.84490,0.16527,0.00000,1.01017,0.22076,43771
HEIDRUN,2002,5,0.68746,0.13630,0.00000,0.82376,0.16545,43771
HEIDRUN,2002,6,0.66126,0.12194,0.00000,0.78320,0.15457,43771
HEIDRUN,2002,7,0.83732,0.17917,0.00000,1.01649,0.18367,43771
HEIDRUN,2002,8,0.83730,0.18607,0.00000,1.02337,0.17612,43771
HEIDRUN,2002,9,0.80537,0.17402,0.00000,0.97939,0.18813,43771
HEIDRUN,2002,10,0.92318,0.19412,0.00000,1.11730,0.23355,43771
HEIDRUN,2002,11,0.94129,0.18150,0.00000,1.12279,0.20715,43771
HEIDRUN,2002,12,0.97900,0.19627,0.00000,1.17527,0.24422,43771
HEIDRUN,2003,1,0.92471,0.19318,0.00000,1.11789,0.23323,43771
HEIDRUN,2003,2,0.82384,0.17243,0.00000,0.99627,0.24186,43771
HEIDRUN,2003,3,0.90168,0.18808,0.00000,1.08976,0.32386,43771
HEIDRUN,2003,4,0.82285,0.18404,0.00000,1.00689,0.34606,43771
HEIDRUN,2003,5,0.81297,0.19042,0.00000,1.00339,0.32691,43771
HEIDRUN,2003,6,0.76718,0.18038,0.00000,0.94756,0.34761,43771
